---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 8-9  5.108e+02  [-46 4.623e-03 3.888e-03 9.652e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 8-10  5.174e+02  [-46 4.548e-03 3.826e-03 9.674e-01]  !510 0 78!  WARNING: The linear system solution has not converged
 NS 9-1  5.238e+02  [0 1.000e+00 6.875e-01 3.917e-03]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 9-2  5.302e+02  [-19 1.067e-01 7.334e-02 3.635e-02]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 9-3  5.367e+02  [-36 1.558e-02 1.071e-02 2.457e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 9-4  5.431e+02  [-46 4.483e-03 3.082e-03 8.412e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 9-5  5.495e+02  [-48 3.836e-03 2.637e-03 9.687e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 9-6  5.559e+02  [-48 3.768e-03 2.590e-03 9.699e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 9-7  5.622e+02  [-48 3.725e-03 2.561e-03 9.631e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 9-8  5.686e+02  [-48 3.674e-03 2.526e-03 9.583e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 9-9  5.750e+02  [-48 3.609e-03 2.481e-03 9.600e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 9-10  5.814e+02  [-49 3.533e-03 2.429e-03 9.657e-01]  !510 0 78!  WARNING: The linear system solution has not converged
 NS 10-1  5.881e+02  [0 1.000e+00 6.374e-01 1.955e-03]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 10-2  5.946e+02  [-18 1.187e-01 7.568e-02 1.599e-02]  !510 0 80!  WARNING: The linear system solution has not converged
 NS 10-3  6.015e+02  [-35 1.699e-02 1.083e-02 1.086e-01]  !510 0 80!  WARNING: The linear system solution has not converged
 NS 10-4  6.079e+02  [-50 3.057e-03 1.949e-03 5.864e-01]  !510 0 78!  WARNING: The linear system solution has not converged
 NS 10-5  6.143e+02  [-54 1.887e-03 1.203e-03 9.245e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 10-6  6.207e+02  [-54 1.801e-03 1.148e-03 9.422e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 10-7  6.271e+02  [-55 1.757e-03 1.120e-03 9.408e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 10-8  6.346e+02  [-55 1.707e-03 1.088e-03 9.452e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 10-9  6.418e+02  [-55 1.662e-03 1.059e-03 9.491e-01]  !510 0 76!  WARNING: The linear system solution has not converged
 NS 10-10s 6.488e+02  [-55 1.621e-03 1.033e-03 9.531e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 11-1  6.561e+02  [0 1.000e+00 6.125e-01 1.123e-03]  !510 0 70!  WARNING: The linear system solution has not converged
 NS 11-2  6.626e+02  [-18 1.244e-01 7.618e-02 7.763e-03]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 11-3  6.690e+02  [-35 1.750e-02 1.072e-02 5.005e-02]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 11-4  6.754e+02  [-51 2.708e-03 1.659e-03 3.005e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 11-5  6.817e+02  [-60 9.906e-04 6.068e-04 7.676e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 11-6  6.881e+02  [-61 8.373e-04 5.129e-04 8.472e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 11-7  6.948e+02  [-62 7.881e-04 4.827e-04 8.413e-01]  !510 0 80!  WARNING: The linear system solution has not converged
 NS 11-8  7.015e+02  [-62 7.338e-04 4.495e-04 8.477e-01]  !510 0 78!  WARNING: The linear system solution has not converged
 NS 11-9  7.079e+02  [-63 6.837e-04 4.188e-04 8.546e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 11-10  7.143e+02  [-63 6.410e-04 3.926e-04 8.575e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 12-1  7.206e+02  [0 1.000e+00 5.631e-01 3.096e-03]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 12-2  7.271e+02  [-17 1.314e-01 7.397e-02 2.212e-02]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 12-3  7.338e+02  [-34 1.946e-02 1.096e-02 1.419e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 12-4  7.406e+02  [-48 3.937e-03 2.217e-03 6.711e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 12-5  7.470e+02  [-51 2.806e-03 1.580e-03 8.996e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 12-6  7.534e+02  [-51 2.665e-03 1.501e-03 9.031e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 12-7  7.598e+02  [-51 2.562e-03 1.443e-03 8.944e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 12-8  7.662e+02  [-52 2.453e-03 1.381e-03 8.898e-01]  !510 0 78!  WARNING: The linear system solution has not converged
 NS 12-9  7.726e+02  [-52 2.336e-03 1.315e-03 8.926e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 12-10  7.790e+02  [-53 2.225e-03 1.253e-03 8.965e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 13-1  7.854e+02  [0 1.000e+00 5.090e-01 3.739e-03]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 13-2  7.917e+02  [-16 1.428e-01 7.269e-02 2.448e-02]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 13-3  7.981e+02  [-33 2.053e-02 1.045e-02 1.613e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 13-4  8.044e+02  [-46 4.559e-03 2.321e-03 6.934e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 13-5  8.108e+02  [-49 3.340e-03 1.700e-03 9.043e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 13-6  8.171e+02  [-49 3.187e-03 1.622e-03 9.027e-01]  !510 0 79!  WARNING: The linear system solution has not converged
 NS 13-7  8.235e+02  [-50 3.064e-03 1.559e-03 8.932e-01]  !510 0 79!  WARNING: The linear system solution has not converged
